21,/ref_avail_set.cfm,24313,0,0,0
22,/GameList.cfm,23794,0,1,0
23,/ncsaCorner.cfm,23543,0,24,0
24,/formsView.cfm,23108,0,12,0
25,/coachespage.cfm,21245,0,23,0
26,/scoreEdit.cfm,20861,0,1,0
27,/ref_avail.cfm,20317,0,0,0
28,/history.cfm,20203,0,15,0
29,/refAssign.cfm,17967,0,0,0
30,/GameRefReportList.cfm,17315,0,1,0
31,/gameReportSubmit.cfm,16984,0,0,0
32,/readMore.cfm,16650,0,21,0
33,/refBulkAssign.cfm,16468,0,0,0
34,/gameList.cfm,13343,0,1,0
35,/playerspage.cfm,13223,0,18,0
36,/ref_avail_fa.cfm,12554,0,1,0
37,/fields.cfm,11995,0,5,0
38,/gameRefReportPrint.cfm,11538,0,1,0
39,/gameEdit.cfm,11210,0,0,0
40,/gameSchedulePDF.cfm,10663,0,0,0
41,/Fields.cfm,10612,0,12,0
42,/gameEditTimeField.cfm,9727,0,0,0
43,/ref_avail_fa_action.cfm,9421,0,0,0
44,/boardContacts.cfm,9095,0,13,0
45,/gamesConduct.cfm,7976,0,10,0
46,/historyScore.cfm,7353,0,3,0
47,/clubWeb.cfm,6964,0,19,0
48,/gameChangeList.cfm,6959,0,0,0
49,/gameChangeREQedit.cfm,6842,0,0,0
50,/parentspage.cfm,6737,0,14,0
51,/agebracket.cfm,6519,0,15,0
52,/gameRequestList.cfm,6487,0,0,0
53,/regTeamList.cfm,6471,0,5,0
54,/gameChangeProcess.cfm,6432,0,0,0
55,/finesListAll.cfm,6426,0,4,0
56,/ncsaCornerReplies.cfm,6411,0,13,0
57,/refereeFee.cfm,6148,0,14,0
58,/coachesList.cfm,5880,0,6,0
59,/formsDownload.cfm,5278,0,14,0
60,/GameChangeList.cfm,4920,0,1,0
61,/fineEdit.cfm,4837,0,0,0
62,/refereeUnpaidAdd.cfm,4804,0,1,0
63,/ncsaRef.cfm,4668,0,10,0
64,/viewReports.cfm,4421,0,3,0
65,/contactList.cfm,4238,0,5,0
66,/cautionEjectRpt.cfm,4216,0,2,0
67,/GameRequestList.cfm,4028,0,0,0
68,/teamCreate.cfm,4027,0,3,0
69,/mission.cfm,3985,0,11,0
70,/refAssignmentGameView.cfm,3784,0,0,0
71,/regTeamTBS.cfm,3629,0,5,0
72,/refMatchReportView.cfm,3321,0,1,0
73,/contactEdit.cfm,3067,0,4,0
74,/loginhome.cfm,3011,0,3,0
75,/contactEditRoles.cfm,2886,0,3,0
76,/approveTeamNewSeason.cfm,2559,0,1,0
77,/newClubApplic.cfm,2502,0,13,0
78,/presmessage.cfm,2455,0,12,0
79,/externalLinks.cfm,2448,0,8,0
80,/teamAppealListApprove.cfm,2403,0,4,0
81,/teamEdit.cfm,2402,0,1,0
82,/refAssignmentDisplay.cfm,2305,0,0,0
83,/ApproveTeamNewSeason.cfm,2196,0,0,0
84,/contactUs.cfm,2107,0,9,0
85,/rptTBSselection.cfm,2074,0,1,0
86,/rptRefAvail.cfm,1992,0,0,0
87,/gameAddReqList.cfm,1992,0,0,0
88,/siteIndex.cfm,1971,0,11,0
89,/approveReviewTeam.cfm,1895,0,0,0
90,/ApproveReviewTeam.cfm,1851,0,0,0
91,/approveTeamTBS.cfm,1847,0,3,0
92,/rptPendingTBSgames.cfm,1798,0,0,0
93,/ContactEdit.cfm,1775,0,3,0
94,/gameAddRequest.cfm,1714,0,0,0
95,/teamSummary.cfm,1693,0,0,0
96,/refereeContactInfo.cfm,1682,0,1,0
97,/ncsaCornerAdminReplies.cfm,1625,0,0,0
98,/regteamTBS.cfm,1604,0,2,0
99,/ApproveTeamTBS.cfm,1600,0,2,0
100,/contactRequestList.cfm,1507,0,1,0
101,/faq.cfm,1468,0,7,0
102,/refereeList.cfm,1367,0,1,0
103,/fieldAvailEdit.cfm,1360,0,1,0
104,/refAssignmentReport.cfm,1241,0,0,0
105,/refAssignedGamesPDF.cfm,1237,0,0,0
106,/ncsaCornerAdminPost.cfm,1187,0,0,0
107,/teamAppealList.cfm,1170,0,2,0
108,/fieldAvailClubList.cfm,1106,0,3,0
109,/ApproveClubNewSeason.cfm,1035,0,0,0
110,/ContactList.cfm,1020,0,3,0
111,/teamlist.cfm,1018,0,2,0
112,/assets/,1012,0,0,0
113,/contactRequestDisplay.cfm,972,0,0,0
114,/ncsaCornerAdminList.cfm,908,0,0,0
115,/contactCreate.cfm,866,0,2,0
116,/async_ref_bulk_assign_action.cfm,860,0,0,0
117,/gameAdd.cfm,853,0,0,0
118,/refFormsDnld.cfm,836,0,0,0
119,/userEditPersonalData.cfm,784,0,0,0
120,/pageEdit.cfm,767,0,1,0
121,/ContactRequestDisplay.cfm,741,0,0,0
122,/underConst.cfm,726,0,2,0
123,/refereeMaintain.cfm,705,0,0,0
124,/regInfoDeadline.cfm,687,0,2,0
125,/refAssignAdminRefList.cfm,684,0,0,0
126,/ContactCreate.cfm,669,0,0,0
127,/logViewDetails.cfm,668,0,0,0
128,/fieldDirectionsEdit.cfm,664,0,1,0
129,/fineDisplay.cfm,660,0,3,0
130,/refereeGameReport.cfm,656,0,0,0
131,/gameAddRequestProcess.cfm,645,0,0,0
132,/gameAddReqLog.cfm,623,0,1,0
133,/rptCoachesEmail.cfm,579,0,0,0
134,/rptGameMissingScore.cfm,571,0,0,0
135,/gameRefReportList.cfm,510,0,0,0
136,/pwEditUser.cfm,510,0,0,0
137,/teamsSummaryMatrix.cfm,486,0,1,0
138,/FieldRequestList.cfm,486,0,1,0
139,/registerClub.cfm,461,0,0,0
140,/RefereeMaintain.cfm,454,0,0,0
141,/ncsaCornerAdmin.cfm,445,0,0,0
142,/logGameLogList.cfm,434,0,0,0
143,/fieldList.cfm,407,0,1,0
144,/assets,405,0,0,0
145,/clubEditInfo.cfm,403,0,1,0
146,/refLinksPage.cfm,390,0,0,0
147,/TeamList.cfm,388,0,0,0
148,/rptFieldAvail.cfm,365,0,0,0
149,/fieldAvailList.cfm,349,0,0,0
150,/rptGameGapTime.cfm,335,0,0,0
151,/approveReviewClub.cfm,323,0,0,0
152,/regAppNewClub.cfm,317,0,0,0
153,/fieldDirectionsAdd.cfm,316,0,0,0
154,/rptRefAvailChange.cfm,302,0,0,0
155,/gameschedule.cfm,292,0,1,0
156,/gameReportEdit.cfm,289,0,0,0
157,/finePrint.cfm,282,0,0,0
158,/refPublishAssignDate.cfm,282,0,0,0
159,/rptRefAssSum.cfm,266,0,0,0
160,/MessageManager/index.cfm,262,0,0,0
161,/teamList.cfm,259,0,0,0
162,/clubAdminEdit.cfm,250,0,0,0
163,/CalendarManage.cfm,240,0,0,0
164,/regNewClubDetail.cfm,239,0,0,0
165,/rptRefAvail2.cfm,230,0,0,0
166,/teamClubAdminReg.cfm,218,0,0,0
167,/rptGameOverlap.cfm,214,0,0,0
168,/parentsPage.cfm,205,0,2,0
169,/rptAppTeamSummary.cfm,197,0,1,0
170,/rptFinesListAll.cfm,189,0,0,0
171,/fieldlist.cfm,180,0,1,0
172,/siteSetting.cfm,180,0,0,0
173,/refAssignmentReportPDF.cfm,179,0,0,0
174,/AssignorMapFields.cfm,177,0,0,0
175,/MessageManager/nltr_view_sent.cfm,173,0,0,0
176,/regteamlist.cfm,169,0,0,0
177,/coachesPage.cfm,159,0,2,0
178,/rptGamesmissingreport.cfm,158,0,0,0
179,/ageBracket.cfm,157,0,1,0
180,/rptTeamID.cfm,155,0,0,0
181,/clubcontactdetails.cfm,154,0,0,0
182,/rptMatchComments.cfm,151,0,0,0
183,/rptfieldAvail.cfm,151,0,0,0
184,/playersPage.cfm,151,0,0,0
185,/MessageManager/nltr_new_message.cfm,144,0,0,0
186,/approveClubNewSeason.cfm,142,0,0,0
187,/downloads,134,0,0,0
188,/rptScoreDiscrep.cfm,133,0,0,0
189,/ClubEditInfo.cfm,133,0,0,0
190,/financialList.cfm,127,0,0,0
191,/rptRegSeasonAppTeams.cfm,125,0,0,0
192,/MessageManager/nltr_save_message_action.cfm,115,0,0,0
193,/calendarEdit.cfm,112,0,0,0
194,/boardContactList.cfm,108,0,0,0
195,/seasonMaintenance.cfm,103,0,0,0
196,/MessageManager/nltr_message_confirm.cfm,103,0,0,0
197,/MessageManager/nltr_message_confirm_action.cfm,102,0,0,0
198,/menu_manage.cfm,102,0,0,0
199,/rptRefereeData.cfm,100,0,0,0
200,/MessageManager/nltr_message_send_action.cfm,100,0,0,0
201,/utilSiteAccess.cfm,99,0,1,0
202,/refereeUnPaidReport.cfm,91,0,1,0
203,/rptGameOverLap.cfm,88,0,0,0
204,/rptGameExcessScore.cfm,84,0,0,0
205,/boardContactEdit.cfm,82,0,0,0
206,/rptRefereeDataQuickInfo.cfm,82,0,0,0
207,/refereeContactInfoPDF.cfm,81,0,0,0
208,/rptfieldAvailPDF.cfm,79,0,0,0
209,/formsManage.cfm,77,0,0,0
210,/rptClubReps.cfm,74,0,0,0
211,/loginaction.cfm,72,0,0,0
212,/ncsaref.cfm,72,0,0,0
213,/GameRefReportListPDF.cfm,70,0,0,0
214,/menu_role_manage.cfm,69,0,0,0
215,/FieldList.cfm,68,0,0,0
216,/downloads/,66,0,0,0
217,/gamesUploadUtil.cfm,65,0,0,0
218,/MessageManager/Step1.cfm,63,0,0,0
219,/regNewClubReject.cfm,60,0,0,0
220,/rptGameForfeit.cfm,59,0,0,0
221,/ClubSchedAuth.cfm,59,0,0,0
222,/rptMatchRepFieldCondSpecific.cfm,58,0,0,0
223,/utilSessionPages.cfm,58,0,0,0
224,/clubAssignField.cfm,56,0,0,0
225,/fieldsMerge.cfm,55,0,0,0
226,/PlayWEsetUp.cfm,54,0,0,0
227,/rptTeamsMisMatchedDiv.cfm,51,0,0,0
228,/formsEdit.cfm,51,0,0,0
229,/MessageManager/step1_action.cfm,51,0,0,0
230,/rptSingleGame.cfm,51,0,0,0
231,/MessageManager/Step4.cfm,51,0,0,0
232,/rptRefereeAssign.cfm,50,0,0,0
233,/teamflightdisplay.cfm,50,0,0,0
234,/MessageManager/Step3.cfm,47,0,0,0
235,/rptMatchPartConduct.cfm,47,0,0,0
236,/ClubAssignField.cfm,46,0,0,0
237,/MessageManager/assets/jscripts/tiny_mce/plugins/paste/pasteword.htm,46,0,0,0
238,/roles_report_manage.cfm,46,0,0,0
239,/MessageManager/assets/jscripts/tiny_mce/plugins/paste/blank.htm,45,0,0,0
240,/feeSchedule.cfm,45,0,0,0
241,/contactMerge.cfm,43,0,0,0
242,/MessageManager/Step4_DefineLaunchSeeds.cfm,43,0,0,0
243,/SeasonSetToggle.cfm,42,0,0,0
244,/roles_manage.cfm,42,0,0,0
245,/MessageManager/Step3_action.cfm,41,0,0,0
246,/regNewClubApprove.cfm,39,0,0,0
247,/fielddirpop.cfm,39,0,0,0
248,/MessageManager/nltr_view_sent_message.cfm,39,0,0,0
249,/DistributionListMgr.cfm,38,0,0,0
250,/rptPendingTBSgamesPDF.cfm,35,0,0,0
251,/fineTypeList.cfm,35,0,0,0
252,/MessageManager/Step4_SendMessage.cfm,33,0,0,0
253,/MessageManager/assets/jscripts/tiny_mce/plugins/preview/preview.html,32,0,0,0
254,/tickerlist.cfm,31,0,0,0
255,/ticker_edit.cfm,30,0,0,0
256,/Ticker_message_action.cfm,29,0,0,0
257,/tickerList.cfm,29,0,0,0
258,/fieldsApproved.cfm,28,0,0,0
259,/menu_role_manage_action.cfm,27,0,0,0
260,/rptBoardmembers.cfm,26,0,0,0
261,/DAVWWWROO,26,0,0,0
262,/DistributionListView.cfm,25,0,0,0
263,/financialOSDisplay.cfm,25,0,0,0
264,/formsAdd.cfm,24,0,0,0
265,/financialBSDisplay.cfm,24,0,0,0
266,/MessageManager/Step4_DefineTestSeeds.cfm,22,0,0,0
267,/refBulkAssigncsv.cfm,22,0,0,0
268,/boardContactAdd.cfm,21,0,0,0
269,/gamesUploadDisplay.cfm,21,0,0,0
270,/clubSchedAuth.cfm,21,0,0,0
271,/rptMatchRptPasses.cfm,20,0,0,0
272,/rptMatchRepFieldCond.cfm,20,0,0,0
273,/approveReviewField.cfm,20,0,0,0
274,/rptMatchRepGameNotPlayed.cfm,20,0,0,0
275,/rptNoMatchRepFiled.cfm,18,0,0,0
276,/refAssignmentDisplayPDF.cfm,18,0,0,0
277,/roles_menu_manage.cfm,18,0,0,0
278,/rptRefNoShow.cfm,17,0,0,0
279,/rptContactInfo.cfm,17,0,0,0
280,/assignorViewMappings.cfm,16,0,0,0
281,/roles_report_manage_action.cfm,16,0,0,0
282,/rptGameNotPlayed.cfm,15,0,0,0
283,/utilFailedLogins.cfm,15,0,1,0
284,/menu_sequence_private.cfm,14,0,0,0
285,/rptMatchTeamLateSts.cfm,14,0,0,0
286,/DistributionListDelAction.cfm,14,0,0,0
287,/MessageManager/Step4_AddSeedRecipients.cfm,14,0,0,0
288,/regAppNewClubHistory.cfm,14,0,0,0
289,/menu_sequence.cfm,13,0,0,0
290,/clubweb.cfm,13,0,0,0
291,/clubcontacts.cfm,12,0,0,0
292,/clubteams.cfm,12,0,0,0
293,/refereeGameReportPDF.cfm,12,0,0,0
294,/clubreps.cfm,12,0,0,0
295,/ref_avail_list.cfm,11,0,0,0
296,/rptPlayerInj.cfm,11,0,0,0
297,/boardcontacts.cfm,11,0,0,0
298,/MessageManager/async_get_rptBldr_lookup_values.cfm,10,0,0,0
299,/formsdownload.cfm,9,0,0,0
300,/gamesconduct.cfm,9,0,0,0
301,/formsDetails.cfm,9,0,0,0
302,/refAssignmentReportcsv.cfm,8,0,0,0
303,/refereeMisconductList.cfm,8,0,0,0
304,/uploads/,8,0,0,0
305,/menu_edit.cfm,8,0,0,0
306,/MessageManager/nltr_cancel_action.cfm,8,0,0,0
307,/DistributionListMgr_Edit.cfm,7,0,0,0
308,/menu_sequence_action.cfm,7,0,0,0
309,/contactus.cfm,6,0,0,0
310,/seasonEdit.cfm,6,0,0,0
311,/uploads,6,0,0,0
312,/readmore.cfm,6,0,0,0
313,/menu_edit_action.cfm,6,0,0,0
314,/financialBS.cfm,5,0,0,0
315,/MessageManager/Step4_TestMessage.cfm,5,0,0,0
316,/seed_list.cfm,5,0,0,0
317,/newclubapplic.cfm,5,0,0,0
318,/formsDelete.cfm,5,0,0,0
319,/menu_sequence_private_action.cfm,5,0,0,0
320,/financialOS.cfm,5,0,0,0
321,/gameSchedule.cfm/2col_leftNav.css,4,0,0,0
322,/SeasonEdit.cfm,4,0,0,0
323,/injuryList.cfm,4,0,0,0
324,/clubTeams.cfm/default.js,4,0,0,0
325,/clubTeams.cfm/2col_leftNav.css,4,0,0,0
326,/regNewClubDelete.cfm,4,0,0,0
327,/DistributionListMgr_Step2.cfm,4,0,0,0
328,/DistributionListMgr_action.cfm,4,0,0,0
329,/MessageManager/AddSeedAction.cfm,4,0,0,0
330,/DistributionListMgr_Step1.cfm,4,0,0,0
331,/rptGameOverlapPDF.cfm,3,0,0,0
332,/gameschedule.cfm/default.js,3,0,0,0
333,/fineTypeProcess.cfm,3,0,0,0
334,/formsSequence.cfm,3,0,0,0
335,/gameSchedule.cfm/default.js,3,0,0,0
336,/externallinks.cfm,3,0,0,0
337,/DistributionListMgr_edit_action.cfm,3,0,0,0
338,/standings.cfm/,3,0,0,0
339,/gameschedule.cfm/2col_leftNav.css,3,0,0,0
340,/assets/images/,3,0,0,0
341,/rptRefereeassign.cfm,2,0,0,0
342,/standings.cfm/default.js,2,0,0,0
343,/siteIndex.cfm/index.cfm,2,0,0,0
344,/siteindex.cfm,2,0,0,0
345,/standings.cfm/2col_leftNav.css,2,0,0,0
346,/gameSchedule.cfm/,2,0,0,0
347,/gameschedule.cfm/gameSchedule.cfm,2,0,0,0
348,/formsview.cfm,2,0,0,0
349,/clubTeams.cfm/,2,0,0,0
350,/roles_menu_manage_action.cfm,2,0,0,0
351,/contactUs.cfm/contact.php,2,0,0,0
352,/boardContacts.cfm/,1,0,0,0
353,/rptRefereeDataQuickinfo.cfm,1,0,0,0
354,/ncsacornerlist.cfm,1,0,0,0
355,/ncsacorner.cfm,1,0,0,0
356,/menu_add.cfm,1,0,0,0
357,/FIELDS.CFM,1,0,0,0
358,/GAMESCHEDULE.CFM,1,0,0,0
359,/Fields.cfm/index.cfm,1,0,0,0
360,/coacheslist.cfm,1,0,0,0
361,/refereefee.cfm,1,0,0,0
362,/boardContacts.cfm/boardContacts.cfm,1,0,0,0
363,/formsDownload.cfm/doc.cfm,1,0,0,0
364,/addSeedGroup.cfm,1,0,0,0
365,/addSeed.cfm,1,0,0,0
366,/fielddirections.cfm,1,0,0,0
367,/sortableTree_action.cfm,1,0,0,0
368,/gameschedule.cfm/by=tm,1,0,0,0
369,/gameSchedule.cfm/getGames_teamID=2742,1,0,0,0
370,/TEAMFlightDisplay.cfm,1,0,0,0
371,/AGEBRACKET.CFM,1,0,0,0
Most Downloaded Files
Rank#,File,Hits,Incomplete requests,Visits,Data Transfered(KB)
1,/assets/jquery.qtip-1.0.0-rc3.min.js,13292,7,N/A,0
2,/assets/matchdayform.doc,3899,59,N/A,0
3,/assets/NCSA_Rules_Spring_2009.pdf,3821,466,N/A,0
4,/assets/matchdayroster.doc,664,4,N/A,0
5,/assets/ByLaws2003.doc,609,4,N/A,0
6,/assets/REFeval.doc,365,3,N/A,0
7,/assets/NCSA_Rules_Fall2008.doc,209,2,N/A,0
8,/assets/Unpaid_Refree_Form.doc,39,0,N/A,0
9,/assets/ncsa_rules_spring_2009.pdf,9,0,N/A,0
10,/assets/refeval.doc,8,0,N/A,0
11,/assets/bylaws2003.doc,6,0,N/A,0
Most Popular Images
Rank#,Image,Hits,Incomplete requests,Data Transfered(KB)
1,/assets/images/soccer_ball_bullet.jpg,614280,20,0
2,/assets/images/NCSA.jpg,612657,588,0
3,/assets/images/powered_new2.gif,611029,117,0
4,/assets/images/soccerball.gif,609115,21,0
5,/assets/images/lightBlueBG.jpg,349127,1,0
6,/assets/images/kickintogoal.jpg,347795,224,0
7,/assets/images/soccerOrange.jpg,341094,131,0
8,/assets/images/homeTitle.gif,340918,45,0
9,/assets/images/referee_right.jpg,53147,29,0
10,/assets/images/referee_left.jpg,47096,8,0
11,/assets/images/referee_table_bg.gif,47048,0,0
12,/assets/images/referee_title.gif,46979,1,0
13,/assets/images/referee_main.jpg,46895,9,0
14,/assets/images/coaches_right.jpg,16145,1,0
15,/assets/images/coaches.jpg,16097,10,0
16,/assets/images/coaches_title.gif,16032,1,0
17,/assets/themes/cupertino/images/ui-icons_72a7cf_256x240.png,12732,1,0
18,/assets/images/cal.gif,12681,0,0
19,/assets/images/parents_main.jpg,11845,6,0
20,/assets/images/parents_left.jpg,11831,6,0
21,/assets/images/players_left.jpg,10769,0,0
22,/assets/images/boySoccerPlayers+copy.jpg,10748,4,0
23,/assets/images/player_main.jpg,10740,2,0
24,/assets/images/green_bg.jpg,10729,0,0
25,/assets/images/playerSideline.gif,10708,0,0
26,/assets/images/club_title.gif,7610,1,0
27,/assets/images/club_main.jpg,7609,1,0
28,/assets/images/club_left.jpg,7585,1,0
29,/assets/images/club_right.jpg,7572,1,0
30,/assets/images/board-title.gif,6538,0,0
31,/assets/images/gamesConductCorner.gif,6361,1,0
32,/assets/images/miscontduct.jpg,6360,2,0
33,/assets/images/parents_title.gif,5359,1,0
34,/assets/images/parents_right.jpg,5354,2,0
35,/assets/images/adobe_reader.gif,4976,0,0
36,/assets/themes/cupertino/images/ui-icons_4b8e0b_256x240.png,3178,0,0
37,/assets/themes/cupertino/images/ui-icons_444444_256x240.png,2936,0,0
38,/assets/images/calendar.gif,1129,0,0
39,/assets/images/desc.gif,1091,0,0
40,/assets/images/bg.gif,1090,0,0
41,/assets/themes/cupertino/images/ui-bg_highlight-hard_100_f2f5f7_1x100.png,1077,0,0
42,/assets/themes/cupertino/images/ui-bg_glass_80_d7ebf9_1x400.png,1041,0,0
43,/assets/themes/cupertino/images/ui-bg_highlight-soft_100_deedf7_1x100.png,1019,0,0
44,/assets/themes/cupertino/images/ui-bg_glass_50_3baae3_1x400.png,927,0,0
45,/assets/themes/cupertino/images/ui-bg_highlight-soft_25_ffef8f_1x100.png,891,0,0
46,/assets/themes/cupertino/images/ui-bg_glass_100_e4f1fb_1x400.png,804,0,0
47,/assets/images/Fifa.JPG,733,0,0
48,/assets/images/USSoccerFoundation.JPG,731,0,0
49,/assets/images/usyouthsoccer.JPG,731,0,0
50,/assets/images/ussoccer.JPG,731,0,0
51,/assets/images/USYS.JPG,729,0,0
52,/assets/images/LawsOfTheGames.JPG,728,0,0
53,/assets/images/SoccerCoach.JPG,725,0,0
54,/assets/themes/cupertino/images/ui-icons_2694e8_256x240.png,694,1,0
55,/assets/themes/cupertino/images/ui-icons_ffffff_256x240.png,643,0,0
56,/MessageManager/assets/images/spcrimg.gif,255,0,0
57,/MessageManager/assets/icons/sent2.gif,251,0,0
58,/MessageManager/assets/images/arrow2.gif,251,0,0
59,/MessageManager/assets/icons/admin.gif,251,0,0
60,/MessageManager/assets/icons/draft2.gif,251,0,0
61,/MessageManager/assets/icons/ques3.gif,251,0,0
62,/MessageManager/assets/images/emailbarback.jpg,250,0,0
63,/MessageManager/assets/images/buttonbar_back.jpg,250,0,0
64,/MessageManager/assets/images/but_em_jump_right.gif,235,0,0
65,/MessageManager/assets/images/but_em_left.gif,235,0,0
66,/MessageManager/assets/images/but_em_right.gif,234,0,0
67,/MessageManager/assets/images/emailnewbutton.jpg,234,0,0
68,/MessageManager/assets/images/but_em_jump_left.gif,234,0,0
69,/MessageManager/assets/icons/newmes.gif,172,0,0
70,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/img/icons.gif,162,0,0
71,/MessageManager/assets/images/emailbuttons_no_sp.jpg,117,0,0
72,/MessageManager/assets/icons/address_book.gif,117,0,0
73,/MessageManager/assets/images/but_scroll_close_sm.gif,116,0,0
74,/MessageManager/assets/icons/UnCheck.gif,111,0,0
75,/MessageManager/assets/icons/Check.gif,111,0,0
76,/assets/themes/ui-1.8.5/cupertino/images/ui-bg_glass_100_e4f1fb_1x400.png,92,0,0
77,/MessageManager/assets/images/but_conf_blank.gif,90,0,0
78,/MessageManager/assets/images/emailconfirmbuttons.jpg,90,0,0
79,/MessageManager/assets/icons/caution.gif,90,0,0
80,/assets/themes/ui-1.8.5/cupertino/images/ui-bg_highlight-hard_100_f2f5f7_1x100.p
ng,80,0,0
81,/assets/themes/ui-1.8.5/cupertino/images/ui-bg_glass_80_d7ebf9_1x400.png,75,0,0
82,/assets/themes/ui-1.8.5/cupertino/images/ui-icons_72a7cf_256x240.png,74,0,0
83,/assets/themes/ui-1.8.5/cupertino/images/ui-bg_glass_50_3baae3_1x400.png,74,0,0
84,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/skins/default/img/butto
ns.png,74,0,0
85,/ReportBuilder/assets/images/buttonbar_back.jpg,58,0,0
86,/assets/themes/ui-1.8.5/cupertino/images/ui-bg_highlight-soft_100_deedf7_1x100.p
ng,57,0,0
87,/assets/themes/ui-1.8.5/cupertino/images/ui-bg_highlight-soft_25_ffef8f_1x100.pn
g,57,0,0
88,/MessageManager/assets/images/emailprevbutton.jpg,23,0,0
89,/MessageManager/assets/images/alert_dia.gif,15,0,0
90,/assets/images/asc.gif,14,0,0
91,/assets/themes/ui-1.8.5/cupertino/images/ui-icons_2694e8_256x240.png,12,0,0
92,/clubTeams.cfm/assets/images/soccer_ball_bullet.jpg,12,0,0
93,/clubTeams.cfm/assets/images/soccerball.gif,11,0,0
94,/clubTeams.cfm/assets/images/NCSA.jpg,10,0,0
95,/clubTeams.cfm/assets/images/powered_new2.gif,10,0,0
96,/MessageManager/assets/images/magnifier.gif,7,0,0
97,/ReportBuilder/assets/theme/images/ui-bg_highlight-soft_100_F2F2FF_1x100.png,7,0,0
98,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/skins/default/img/menu_
check.gif,6,0,0
99,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/skins/default/img/menu_
arrow.gif,6,0,0
100,/MessageManager/assets/images/loading.gif,6,0,0
101,/assets/jquery.tree/themes/default/icons.png,6,0,0
102,/gameschedule.cfm/assets/images/powered_new2.gif,5,0,0
103,/gameschedule.cfm/assets/images/NCSA.jpg,5,0,0
104,/gameschedule.cfm/assets/images/soccer_ball_bullet.jpg,5,0,0
105,/gameschedule.cfm/assets/images/soccerball.gif,5,0,0
106,/gameSchedule.cfm/assets/images/powered_new2.gif,4,0,0
107,/gameSchedule.cfm/assets/images/soccer_ball_bullet.jpg,4,0,0
108,/gameSchedule.cfm/assets/images/NCSA.jpg,4,0,0
109,/gameSchedule.cfm/assets/images/soccerball.gif,4,0,0
110,/standings.cfm/assets/images/soccerball.gif,2,0,0
111,/standings.cfm/assets/images/soccer_ball_bullet.jpg,2,0,0
112,/standings.cfm/assets/images/powered_new2.gif,2,0,0
113,/standings.cfm/assets/images/NCSA.jpg,2,0,0
114,/assets/jquery.tree/themes/default/dot_for_ie.gif,1,0,0
Most Popular Directories
Rank#,Directory,Hits,Data Transfered(KB)
1,/,5190622,0
2,/assets/images/,4279264,0
3,/assets/,153457,0
4,/assets/themes/cupertino/images/,25942,0
5,/assets/jquery.clockpick.1.2.4/,21073,0
6,/assets/themes/cupertino/,13293,0
7,/MessageManager/assets/images/,2642,0
8,/MessageManager/,2190,0
9,/assets/daterangepicker/js/,2011,0
10,/MessageManager/assets/icons/,1605,0
11,/assets/daterangepicker/css/,933,0
12,/MessageManager/assets/js/,590,0
13,/assets/themes/ui-1.8.5/cupertino/images/,521,0
14,/downloads/,472,0
15,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/skins/default/,392,0
16,/MessageManager/assets/jscripts/tiny_mce/plugins/paste/,243,0
17,/MessageManager/assets/jscripts/tiny_mce/,241,0
18,/MessageManager/assets/jscripts/tiny_mce/plugins/preview/,195,0
19,/MessageManager/assets/stylesheets/,175,0
20,/MessageManager/assets/jscripts/tiny_mce/langs/,163,0
21,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/langs/,163,0
22,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/,163,0
23,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/img/,162,0
24,/MessageManager/assets/jscripts/tiny_mce/plugins/advhr/,152,0
25,/MessageManager/assets/jscripts/tiny_mce/plugins/spellchecker/,152,0
26,/MessageManager/assets/jscripts/tiny_mce/plugins/spellchecker/css/,145,0
27,/MessageManager/assets/jscripts/tiny_mce/plugins/paste/css/,98,0
28,/MessageManager/assets/jscripts/tiny_mce/themes/advanced/skins/default/img/,86,0
29,/assets/themes/ui-1.8.5/cupertino/,80,0
30,/ReportBuilder/,59,0
31,/ReportBuilder/assets/,58,0
32,/ReportBuilder/assets/images/,58,0
33,/MessageManager/assets/jscripts/tiny_mce/plugins/paste/js/,46,0
34,/clubTeams.cfm/assets/images/,43,0
35,/MessageManager/assets/jscripts/tiny_mce/plugins/paste/langs/,43,0
36,/uploads/,36,0
37,/MessageManager/assets/jscripts/tiny_mce/plugins/preview/jscripts/,32,0
38,/gameschedule.cfm/assets/images/,20,0
39,/gameSchedule.cfm/assets/images/,16,0
40,/assets/jquery.tree/themes/default/,13,0
41,/clubTeams.cfm/,10,0
42,/gameSchedule.cfm/,10,0
43,/gameschedule.cfm/,9,0
44,/standings.cfm/assets/images/,8,0
45,/ReportBuilder/assets/theme/images/,7,0
46,/ReportBuilder/assets/theme/,7,0
47,/standings.cfm/,7,0
48,/assets/jquery.tree/plugins/,6,0
49,/assets/jquery.tree/,6,0
50,/siteIndex.cfm/,2,0
51,/contactUs.cfm/,2,0
52,/boardContacts.cfm/,2,0
53,/Fields.cfm/,1,0
54,/formsDownload.cfm/,1,0
Top Entry Pages and Files
Rank#,Page/File,Count
1,/,19
2,/fieldDirections.cfm,4
3,/clubContactDetails.cfm,2
